Evaluation of nasdaq_ours_fold5 with a3c agent and var indicator
Namespace(stock='nasdaq_ours_fold5', window=30, episodes=10, agent='a3c', lr=0.001, cash=10, normalizer=1, indicator='var', lambda_sharpe=0.1, sharpe_window=20, lambda_kelly=0.1, kelly_window=20, alpha_var=0.05, lambda_var=0.1, alpha_cvar=0.05, tau_cvar=-0.05, beta_cvar=0.1)
DAY 1 | PRICE $9059.38 | ACTION BUY
DAY 3 | PRICE $9334.13 | ACTION SELL
DAY 12 | PRICE $7491.14 | ACTION BUY
DAY 14 | PRICE $8035.95 | ACTION SELL
DAY 16 | PRICE $8697.37 | ACTION BUY
DAY 17 | PRICE $8537.83 | ACTION SELL
DAY 22 | PRICE $9863.27 | ACTION BUY
DAY 23 | PRICE $9748.38 | ACTION BUY
DAY 27 | PRICE $10420.54 | ACTION SELL
DAY 29 | PRICE $10464.00 | ACTION SELL
DAY 30 | PRICE $10943.72 | ACTION BUY
DAY 31 | PRICE $10877.16 | ACTION SELL
DAY 32 | PRICE $11132.10 | ACTION BUY
DAY 34 | PRICE $11836.18 | ACTION SELL
DAY 39 | PRICE $11384.33 | ACTION BUY
DAY 40 | PRICE $11559.10 | ACTION SELL
DAY 41 | PRICE $11369.29 | ACTION BUY
DAY 42 | PRICE $11030.19 | ACTION BUY
DAY 43 | PRICE $11784.15 | ACTION SELL
DAY 47 | PRICE $12376.44 | ACTION SELL
DAY 49 | PRICE $12654.60 | ACTION BUY
DAY 50 | PRICE $12827.44 | ACTION BUY
DAY 52 | PRICE $12963.92 | ACTION BUY
DAY 53 | PRICE $13329.77 | ACTION SELL
DAY 54 | PRICE $13192.91 | ACTION SELL
DAY 56 | PRICE $13845.47 | ACTION SELL
DAY 57 | PRICE $13714.35 | ACTION BUY
DAY 58 | PRICE $13066.38 | ACTION SELL
DAY 64 | PRICE $13748.35 | ACTION BUY
DAY 66 | PRICE $13856.83 | ACTION BUY
DAY 67 | PRICE $13941.63 | ACTION SELL
DAY 68 | PRICE $13690.75 | ACTION BUY
DAY 69 | PRICE $13242.97 | ACTION SELL
DAY 70 | PRICE $13463.26 | ACTION SELL
DAY 71 | PRICE $13747.61 | ACTION BUY
DAY 72 | PRICE $13784.89 | ACTION SELL
DAY 74 | PRICE $13960.04 | ACTION BUY
DAY 79 | PRICE $14503.76 | ACTION SELL
DAY 80 | PRICE $14584.09 | ACTION BUY
DAY 81 | PRICE $14754.48 | ACTION BUY
