Evaluation of kospi_ours_fold2 with ac agent and none indicator
Namespace(stock='kospi_ours_fold2', window=30, episodes=10, agent='ac', lr=0.001, cash=10, normalizer=1, indicator='none', lambda_sharpe=0.1, sharpe_window=20, lambda_kelly=0.1, kelly_window=20, alpha_var=0.05, lambda_var=0.1, alpha_cvar=0.05, tau_cvar=-0.05, beta_cvar=0.1)
DAY 0 | PRICE $2171.84 | ACTION BUY
DAY 1 | PRICE $2172.16 | ACTION SELL
DAY 4 | PRICE $2082.74 | ACTION BUY
DAY 6 | PRICE $2230.26 | ACTION SELL
DAY 11 | PRICE $1458.41 | ACTION BUY
DAY 13 | PRICE $1742.67 | ACTION BUY
DAY 14 | PRICE $1825.76 | ACTION BUY
DAY 16 | PRICE $1911.63 | ACTION SELL
DAY 17 | PRICE $1942.54 | ACTION BUY
DAY 19 | PRICE $1961.40 | ACTION BUY
DAY 20 | PRICE $2006.62 | ACTION BUY
DAY 35 | PRICE $2410.79 | ACTION SELL
DAY 36 | PRICE $2379.38 | ACTION BUY
DAY 38 | PRICE $2383.82 | ACTION SELL
DAY 39 | PRICE $2325.03 | ACTION SELL
DAY 40 | PRICE $2344.49 | ACTION BUY
DAY 42 | PRICE $2404.97 | ACTION SELL
DAY 43 | PRICE $2460.96 | ACTION SELL
DAY 44 | PRICE $2539.79 | ACTION BUY
DAY 45 | PRICE $2618.47 | ACTION SELL
DAY 46 | PRICE $2705.34 | ACTION SELL
DAY 47 | PRICE $2754.16 | ACTION SELL
DAY 48 | PRICE $2762.80 | ACTION BUY
DAY 50 | PRICE $2961.37 | ACTION SELL
DAY 54 | PRICE $3091.85 | ACTION BUY
DAY 56 | PRICE $3040.28 | ACTION BUY
DAY 57 | PRICE $2988.28 | ACTION SELL
DAY 59 | PRICE $3036.14 | ACTION SELL
DAY 60 | PRICE $3019.60 | ACTION BUY
DAY 61 | PRICE $3025.39 | ACTION BUY
DAY 63 | PRICE $3127.91 | ACTION SELL
DAY 64 | PRICE $3193.40 | ACTION SELL
DAY 67 | PRICE $3192.25 | ACTION BUY
DAY 68 | PRICE $3135.38 | ACTION SELL
DAY 70 | PRICE $3216.10 | ACTION BUY
DAY 71 | PRICE $3216.18 | ACTION SELL
DAY 74 | PRICE $3288.63 | ACTION BUY
DAY 75 | PRICE $3277.66 | ACTION SELL
DAY 76 | PRICE $3250.45 | ACTION BUY
DAY 77 | PRICE $3215.91 | ACTION BUY
DAY 78 | PRICE $3210.90 | ACTION SELL
