date,close,open,high,low,volume
2006-05-18,16266.52 ,16232.16 ,16363.34 ,16177.18 ,503740000
2006-05-19,16313.36 ,16169.78 ,16361.94 ,16155.77 ,360010000
2006-05-22,15805.52 ,16295.37 ,16304.95 ,15790.44 ,472620000
2006-05-23,15864.56 ,15747.40 ,15888.48 ,15691.13 ,561380000
2006-05-24,15822.64 ,15857.21 ,15930.17 ,15673.75 ,468290000
2006-05-25,15696.89 ,15741.81 ,15764.72 ,15626.95 ,426460000
2006-05-26,15895.10 ,15897.28 ,15932.26 ,15814.93 ,438540000
2006-05-29,15963.77 ,15976.27 ,16006.07 ,15919.13 ,307280000
2006-05-30,15857.89 ,15976.37 ,15976.37 ,15840.34 ,393300000
2006-06-01,15645.27 ,15817.82 ,15923.73 ,15605.96 ,488740000
2006-06-02,15912.71 ,15731.82 ,15920.06 ,15677.04 ,473210000
2006-06-05,16016.23 ,15964.31 ,16062.27 ,15943.42 ,307780000
2006-06-06,15973.11 ,15844.92 ,15985.99 ,15824.19 ,318080000
2006-06-07,15816.55 ,15916.77 ,15944.48 ,15776.37 ,320050000
2006-06-08,15450.11 ,15603.11 ,15611.52 ,15419.42 ,560590000
2006-06-09,15628.69 ,15468.83 ,15640.31 ,15405.79 ,441320000
2006-06-12,15621.44 ,15560.71 ,15680.32 ,15498.27 ,282430000
2006-06-13,15234.42 ,15417.24 ,15437.26 ,15204.86 ,487670000
2006-06-14,15247.92 ,15238.58 ,15396.50 ,15214.69 ,410960000
2006-06-15,15435.08 ,15419.68 ,15455.57 ,15355.43 ,461480000
2006-06-16,15842.65 ,15807.37 ,15851.51 ,15749.46 ,562540000
2006-06-19,15768.86 ,15759.96 ,15781.56 ,15723.36 ,192450000
2006-06-20,15608.97 ,15709.00 ,15709.00 ,15555.24 ,449960000
2006-06-21,15659.36 ,15599.86 ,15667.70 ,15520.42 ,251940000
2006-06-22,15826.70 ,15859.85 ,15885.71 ,15798.60 ,330940000
2006-06-23,15808.81 ,15729.55 ,15828.49 ,15682.81 ,339210000
2006-06-26,15804.81 ,15756.68 ,15841.14 ,15726.81 ,306760000
2006-06-27,15774.70 ,15827.85 ,15892.92 ,15770.92 ,294450000
2006-06-28,15742.66 ,15632.44 ,15742.66 ,15613.20 ,303050000
2006-06-29,15865.22 ,15890.20 ,15916.00 ,15844.11 ,364660000
2006-06-30,16267.62 ,16170.79 ,16273.74 ,16125.26 ,555020000
2006-07-03,16326.66 ,16288.59 ,16364.23 ,16234.88 ,295980000
2006-07-04,16368.98 ,16363.15 ,16379.03 ,16312.17 ,271770000
2006-07-05,16267.18 ,16364.00 ,16377.66 ,16254.69 ,226090000
2006-07-06,16440.99 ,16141.67 ,16445.18 ,16129.65 ,256690000
2006-07-07,16459.78 ,16497.90 ,16497.90 ,16399.48 ,216760000
2006-07-10,16603.81 ,16376.82 ,16606.62 ,16338.90 ,223310000
2006-07-11,16490.13 ,16512.24 ,16568.62 ,16477.46 ,343590000
2006-07-12,16522.21 ,16507.72 ,16552.64 ,16435.61 ,197580000
2006-07-13,16305.48 ,16490.48 ,16557.97 ,16288.43 ,324530000
2006-07-14,16135.71 ,16123.96 ,16159.09 ,16062.60 ,296680000
2006-07-17,16064.82 ,15980.50 ,16104.15 ,15948.76 ,231710000
2006-07-18,16043.94 ,16035.00 ,16109.70 ,15966.44 ,240540000
2006-07-19,16097.54 ,16069.80 ,16171.12 ,16062.58 ,169550000
2006-07-20,16472.62 ,16418.14 ,16481.17 ,16390.28 ,316290000
2006-07-21,16464.18 ,16406.78 ,16483.23 ,16376.03 ,375660000
2006-07-24,16480.59 ,16376.38 ,16484.97 ,16354.44 ,251870000
2006-07-25,16583.86 ,16668.63 ,16671.39 ,16580.64 ,318880000
2006-07-26,16617.24 ,16584.49 ,16623.46 ,16566.39 ,235030000
2006-07-27,16916.77 ,16713.04 ,16924.22 ,16713.04 ,426090000
2006-07-28,16955.04 ,16935.00 ,17034.55 ,16918.79 ,325930000
2006-07-31,16971.34 ,17103.44 ,17114.20 ,16965.20 ,263550000
2006-08-01,16911.37 ,16990.22 ,16990.22 ,16907.38 ,211900000
2006-08-02,17032.75 ,16887.68 ,17085.65 ,16872.71 ,335440000
2006-08-03,17048.42 ,17073.44 ,17097.84 ,17011.61 ,314780000
2006-08-04,16887.80 ,17049.96 ,17096.41 ,16867.95 ,290810000
2006-08-07,16953.55 ,16927.74 ,16961.26 ,16811.42 ,216710000
2006-08-08,17048.20 ,17056.57 ,17066.45 ,16994.56 ,265400000
2006-08-09,17346.58 ,16996.00 ,17349.99 ,16959.01 ,353960000
2006-08-10,17222.14 ,17322.52 ,17349.80 ,17211.96 ,291540000
2006-08-11,17249.95 ,17255.23 ,17323.49 ,17211.47 ,240490000
2006-08-14,17290.01 ,17280.07 ,17303.17 ,17215.01 ,205380000
2006-08-15,17274.07 ,17274.51 ,17295.30 ,17242.84 ,189980000
2006-08-16,17451.03 ,17406.62 ,17473.73 ,17349.88 ,319270000
2006-08-17,17373.05 ,17501.95 ,17506.21 ,17329.05 ,358910000
2006-08-18,17330.70 ,17381.42 ,17413.96 ,17316.13 ,260810000
2006-08-21,17007.88 ,17326.38 ,17329.68 ,16996.76 ,317410000
2006-08-22,17149.75 ,17096.51 ,17155.60 ,17037.23 ,244740000
2006-08-23,17088.39 ,17101.12 ,17111.75 ,17010.31 ,194210000
2006-08-24,16883.04 ,16970.98 ,17040.22 ,16870.70 ,322870000
2006-08-25,16955.45 ,16958.28 ,17005.44 ,16894.12 ,261220000
2006-08-28,16922.29 ,16955.88 ,16998.71 ,16911.52 ,203540000
2006-08-29,17083.28 ,17003.56 ,17102.45 ,16998.99 ,250210000
2006-08-30,17284.71 ,17147.76 ,17289.26 ,17134.92 ,430750000
2006-08-31,17392.27 ,17395.54 ,17422.83 ,17356.83 ,487230000
2006-09-01,17423.72 ,17373.17 ,17514.31 ,17311.41 ,389950000
2006-09-04,17513.88 ,17504.33 ,17538.59 ,17476.60 ,307020000
2006-09-05,17438.80 ,17523.81 ,17523.81 ,17404.67 ,228720000
2006-09-06,17258.51 ,17445.98 ,17445.98 ,17208.93 ,318450000
2006-09-07,17096.44 ,17099.91 ,17133.52 ,17044.93 ,399340000
2006-09-08,17145.76 ,17071.18 ,17171.54 ,17070.91 ,396270000
2006-09-11,16948.59 ,17141.61 ,17158.22 ,16929.71 ,822560000
2006-09-12,17075.40 ,16932.29 ,17128.87 ,16921.53 ,428790000
2006-09-13,17210.04 ,17221.00 ,17235.41 ,17173.82 ,538820000
2006-09-14,17183.45 ,17274.67 ,17304.74 ,17142.71 ,747970000
2006-09-15,17237.65 ,17179.09 ,17246.89 ,17143.24 ,497800000
2006-09-18,17387.21 ,17253.70 ,17423.90 ,17253.02 ,527370000
2006-09-19,17346.70 ,17411.93 ,17426.47 ,17314.63 ,604380000
2006-09-20,17512.96 ,17232.20 ,17523.48 ,17220.78 ,921310000
2006-09-21,17619.97 ,17546.56 ,17663.44 ,17539.56 ,1160000000
2006-09-22,17600.65 ,17526.34 ,17639.13 ,17511.96 ,816860000
2006-09-25,17546.04 ,17546.04 ,17683.45 ,17539.81 ,554090000
2006-09-26,17308.08 ,17614.29 ,17614.29 ,17277.75 ,553720000
2006-09-27,17521.51 ,17478.25 ,17540.67 ,17402.13 ,563790000
2006-09-28,17530.57 ,17565.93 ,17604.91 ,17506.24 ,815710000
2006-09-29,17543.05 ,17559.67 ,17589.57 ,17350.79 ,585260000
2006-10-02,17543.05 ,17543.05 ,17543.05 ,17543.05 ,0
2006-10-03,17606.53 ,17490.51 ,17648.71 ,17428.10 ,1360000000
2006-10-04,17629.21 ,17637.20 ,17687.20 ,17535.83 ,1020000000
2006-10-05,17907.67 ,17897.93 ,17940.49 ,17810.07 ,803490000
2006-10-06,17903.39 ,17901.06 ,17931.73 ,17848.72 ,578820000
2006-10-09,17675.24 ,17876.04 ,17876.04 ,17589.12 ,561380000
2006-10-10,17823.70 ,17780.30 ,17852.36 ,17751.95 ,503690000
2006-10-11,17862.79 ,17856.60 ,17875.62 ,17740.79 ,721730000
2006-10-12,17873.09 ,17896.43 ,17948.13 ,17835.65 ,1100000000
2006-10-13,17988.86 ,18049.83 ,18067.58 ,17949.59 ,1720000000
2006-10-16,18010.20 ,18067.20 ,18069.49 ,17958.10 ,760910000
2006-10-17,18014.84 ,17965.35 ,18074.29 ,17823.33 ,744360000
2006-10-18,18048.09 ,17910.01 ,18048.09 ,17881.78 ,452400000
2006-10-19,17986.97 ,18053.90 ,18070.76 ,17938.01 ,439090000
2006-10-20,18113.55 ,18012.61 ,18148.04 ,18012.61 ,815420000
2006-10-23,18089.85 ,18170.22 ,18170.33 ,18066.11 ,620710000
2006-10-24,18153.41 ,18136.18 ,18173.43 ,18121.70 ,508900000
2006-10-25,18157.94 ,18150.89 ,18168.99 ,18106.11 ,524810000
2006-10-26,18353.74 ,18267.42 ,18378.84 ,18240.60 ,771030000
2006-10-27,18297.55 ,18400.81 ,18465.54 ,18232.64 ,997610000
2006-10-30,18297.55 ,18297.55 ,18297.55 ,18297.55 ,0
2006-10-31,18324.35 ,18196.04 ,18336.45 ,18152.91 ,576850000
2006-11-01,18453.65 ,18376.39 ,18494.95 ,18376.39 ,603380000
2006-11-02,18714.78 ,18495.29 ,18724.91 ,18397.33 ,619280000
2006-11-03,18749.69 ,18696.58 ,18771.01 ,18646.16 ,536150000
2006-11-06,18936.55 ,18702.25 ,18940.80 ,18694.13 ,502710000
2006-11-07,18939.31 ,19102.88 ,19161.38 ,18855.88 ,838440000
2006-11-08,18811.24 ,18933.47 ,18994.98 ,18750.78 ,1140000000
2006-11-09,18952.86 ,18885.22 ,18993.40 ,18866.01 ,1000000000
2006-11-10,18891.14 ,18958.06 ,18976.15 ,18861.94 ,1050000000
2006-11-13,18868.54 ,18763.44 ,18902.20 ,18717.61 ,1180000000
2006-11-14,18878.42 ,18889.92 ,18989.51 ,18759.34 ,1530000000
2006-11-15,19093.00 ,18940.02 ,19106.83 ,18926.31 ,1530000000
2006-11-16,19154.07 ,19162.90 ,19237.73 ,19048.04 ,1200000000
2006-11-17,19182.71 ,19125.92 ,19214.60 ,19097.32 ,918570000
2006-11-20,18954.63 ,19030.36 ,19133.52 ,18928.58 ,826240000
2006-11-21,19008.30 ,19002.07 ,19064.07 ,18959.81 ,586460000
2006-11-22,19250.79 ,19102.26 ,19256.99 ,19075.32 ,915520000
2006-11-23,19265.32 ,19345.03 ,19404.01 ,19244.32 ,969980000
2006-11-24,19260.30 ,19206.45 ,19315.73 ,19195.90 ,644890000
2006-11-27,19204.01 ,19263.86 ,19328.12 ,19122.39 ,806260000
2006-11-28,18639.53 ,18996.84 ,18998.08 ,18618.66 ,1280000000
2006-11-29,18780.93 ,18730.49 ,18843.48 ,18687.27 ,1150000000
2006-11-30,18960.48 ,18944.56 ,19033.40 ,18923.63 ,761650000
2006-12-01,18690.82 ,18922.53 ,18945.40 ,18650.50 ,815020000
2006-12-04,18702.73 ,18654.07 ,18768.63 ,18587.72 ,1170000000
2006-12-05,18944.19 ,18880.81 ,18949.92 ,18794.18 ,1100000000
2006-12-06,19026.36 ,18988.14 ,19131.22 ,18937.61 ,1330000000
2006-12-07,18842.99 ,19023.75 ,19048.41 ,18783.30 ,930200000
2006-12-08,18739.99 ,18775.47 ,18799.25 ,18666.89 ,915150000
2006-12-11,18924.66 ,18811.85 ,18965.73 ,18811.85 ,991830000
2006-12-12,18907.17 ,19010.16 ,19015.70 ,18819.99 ,796680000
2006-12-13,18718.19 ,18867.67 ,18870.45 ,18623.61 ,1070000000
2006-12-14,18919.40 ,18806.71 ,18954.94 ,18774.43 ,850260000
2006-12-15,19110.65 ,19080.29 ,19126.70 ,19014.27 ,1020000000
2006-12-18,19192.91 ,19094.63 ,19216.54 ,19046.92 ,1100000000
2006-12-19,18964.55 ,19162.98 ,19180.30 ,18905.44 ,1020000000
2006-12-20,19240.12 ,19109.85 ,19273.77 ,19108.45 ,1230000000
2006-12-21,19222.84 ,19249.19 ,19276.32 ,19157.85 ,1330000000
2006-12-22,19320.52 ,19227.24 ,19320.52 ,19197.73 ,821760000
2006-12-27,19725.73 ,19620.53 ,19728.00 ,19512.46 ,1600000000
2006-12-28,20001.91 ,19742.79 ,20038.23 ,19686.81 ,1750000000
2006-12-29,19964.72 ,20049.03 ,20049.03 ,19885.25 ,1390000000
2007-01-02,20310.18 ,20004.84 ,20323.59 ,19990.28 ,1260000000
2007-01-03,20413.39 ,20353.42 ,20554.58 ,20249.61 ,1670000000
2007-01-04,20025.58 ,20415.67 ,20463.18 ,19948.02 ,2130000000
2007-01-05,20211.28 ,19890.15 ,20213.64 ,19757.24 ,1960000000
2007-01-08,20029.66 ,19915.00 ,20085.58 ,19844.31 ,1440000000
2007-01-09,19898.08 ,20162.54 ,20173.06 ,19794.29 ,1520000000
2007-01-10,19568.34 ,19665.40 ,19693.70 ,19507.97 ,1680000000
2007-01-11,19385.37 ,19653.02 ,19697.58 ,19350.50 ,1440000000
2007-01-12,19613.41 ,19628.82 ,19680.63 ,19523.76 ,1490000000
2007-01-15,20068.56 ,19776.13 ,20073.29 ,19746.07 ,1250000000
2007-01-16,20027.95 ,20130.55 ,20133.49 ,19938.20 ,1030000000
2007-01-17,20064.57 ,19917.49 ,20122.43 ,19841.16 ,1120000000
2007-01-18,20277.51 ,20064.75 ,20297.41 ,20002.77 ,1350000000
2007-01-19,20327.72 ,20215.55 ,20337.93 ,20189.36 ,1030000000
2007-01-22,20772.22 ,20501.45 ,20779.52 ,20487.60 ,1020000000
2007-01-23,20769.70 ,20743.85 ,20810.79 ,20589.42 ,1410000000
2007-01-24,20821.05 ,20950.94 ,20971.46 ,20725.48 ,1050000000
2007-01-25,20669.83 ,20889.74 ,20897.55 ,20610.22 ,918330000
2007-01-26,20281.13 ,20457.48 ,20457.48 ,20204.67 ,1540000000
2007-01-29,20236.68 ,20317.39 ,20366.71 ,20197.60 ,680470000
2007-01-30,20460.46 ,20281.93 ,20465.46 ,20165.22 ,626580000
2007-01-31,20106.42 ,20463.82 ,20507.68 ,20008.60 ,997400000
2007-02-01,20430.16 ,20251.57 ,20496.81 ,20176.62 ,1070000000
2007-02-02,20563.68 ,20544.33 ,20704.10 ,20468.84 ,945600000
2007-02-05,20455.62 ,20514.83 ,20645.82 ,20409.16 ,819090000
2007-02-06,20655.20 ,20511.78 ,20712.32 ,20438.36 ,848210000
2007-02-07,20679.69 ,20716.59 ,20739.01 ,20598.03 ,1090000000
2007-02-08,20735.05 ,20475.88 ,20763.57 ,20318.99 ,1530000000
2007-02-09,20677.66 ,20746.95 ,20771.09 ,20593.76 ,772410000
2007-02-12,20593.41 ,20534.43 ,20696.65 ,20488.82 ,813620000
2007-02-13,20132.25 ,20523.91 ,20523.91 ,20127.12 ,953730000
2007-02-14,20209.91 ,20302.20 ,20330.37 ,20184.69 ,686790000
2007-02-15,20538.42 ,20466.65 ,20570.14 ,20398.45 ,845070000
2007-02-16,20567.91 ,20545.93 ,20588.18 ,20458.01 ,709940000
2007-02-19,20567.91 ,20567.91 ,20567.91 ,20567.91 ,0
2007-02-21,20651.42 ,20649.72 ,20677.29 ,20540.32 ,749990000
2007-02-22,20809.23 ,20748.46 ,20829.66 ,20740.33 ,795300000
2007-02-23,20711.65 ,20844.25 ,20844.25 ,20547.44 ,874080000
2007-02-26,20507.95 ,20520.45 ,20581.42 ,20474.41 ,782350000
2007-02-27,20147.87 ,20500.88 ,20500.88 ,20042.30 ,1410000000
2007-02-28,19651.51 ,19426.95 ,19749.59 ,19381.88 ,2040000000
2007-03-01,19346.60 ,19581.86 ,19643.41 ,19346.60 ,1470000000
2007-03-02,19442.01 ,19386.57 ,19560.52 ,19355.63 ,1130000000
2007-03-05,18664.88 ,19137.36 ,19164.35 ,18659.23 ,1990000000
2007-03-06,19058.56 ,18899.21 ,19080.34 ,18876.62 ,1610000000
2007-03-07,18918.64 ,19188.22 ,19239.92 ,18910.24 ,1450000000
2007-03-08,19175.17 ,18924.28 ,19191.10 ,18909.07 ,1240000000
2007-03-09,19134.88 ,19259.10 ,19259.10 ,19065.03 ,1770000000
2007-03-12,19442.42 ,19252.37 ,19470.37 ,19220.51 ,1720000000
2007-03-13,19333.14 ,19397.04 ,19442.52 ,19251.20 ,1340000000
2007-03-14,18836.93 ,18803.07 ,18888.40 ,18738.51 ,2050000000
2007-03-15,18969.44 ,19029.21 ,19054.94 ,18932.46 ,898690000
2007-03-16,18953.50 ,18846.49 ,19130.10 ,18770.28 ,1240000000
2007-03-19,19266.74 ,19006.15 ,19267.83 ,18967.41 ,1290000000
2007-03-20,19356.90 ,19430.70 ,19463.90 ,19332.60 ,1020000000
2007-03-21,19516.41 ,19380.98 ,19537.09 ,19270.72 ,977840000
2007-03-22,19690.25 ,19757.73 ,19813.21 ,19621.26 ,1650000000
2007-03-23,19692.64 ,19665.05 ,19729.49 ,19634.11 ,1070000000
2007-03-26,19765.85 ,19719.88 ,19819.04 ,19653.73 ,780640000
2007-03-27,19706.79 ,19749.81 ,19768.32 ,19661.86 ,920280000
2007-03-28,19553.87 ,19664.88 ,19729.31 ,19459.19 ,1200000000
2007-03-29,19821.78 ,19470.42 ,19832.14 ,19460.36 ,1910000000
2007-03-30,19800.93 ,19810.86 ,19880.26 ,19705.56 ,938600000
2007-04-02,19809.70 ,19900.01 ,19976.81 ,19672.94 ,848490000
2007-04-03,20002.70 ,19903.89 ,20021.03 ,19903.89 ,837020000
2007-04-04,20209.71 ,20187.67 ,20210.84 ,20099.85 ,1530000000
2007-04-10,20347.87 ,20416.54 ,20416.54 ,20248.04 ,1330000000
2007-04-11,20449.43 ,20427.95 ,20502.17 ,20278.84 ,1490000000
2007-04-12,20380.21 ,20360.32 ,20428.60 ,20293.33 ,1720000000
2007-04-13,20340.97 ,20413.48 ,20432.01 ,20264.99 ,1640000000
2007-04-16,20757.53 ,20493.26 ,20765.40 ,20489.91 ,1760000000
2007-04-17,20788.61 ,20804.92 ,20816.11 ,20635.63 ,1810000000
2007-04-18,20777.09 ,20868.07 ,20868.07 ,20718.72 ,1990000000
2007-04-19,20299.71 ,20615.42 ,20634.90 ,20232.81 ,2150000000
2007-04-20,20566.59 ,20495.83 ,20567.34 ,20474.31 ,1830000000
2007-04-23,20556.57 ,20710.38 ,20757.41 ,20529.07 ,1270000000
2007-04-24,20572.80 ,20455.35 ,20618.01 ,20396.37 ,1220000000
2007-04-25,20536.78 ,20484.18 ,20621.68 ,20417.59 ,1110000000
2007-04-26,20667.29 ,20672.49 ,20778.44 ,20651.29 ,1330000000
2007-04-27,20526.50 ,20557.07 ,20619.11 ,20425.57 ,1120000000
2007-04-30,20318.98 ,20525.96 ,20525.96 ,20130.11 ,1230000000
2007-05-01,20318.98 ,20318.98 ,20318.98 ,20318.98 ,0
2007-05-02,20388.49 ,20384.03 ,20483.24 ,20351.26 ,1120000000
2007-05-03,20681.58 ,20582.41 ,20739.03 ,20555.57 ,1120000000
2007-05-04,20841.08 ,20865.06 ,20883.21 ,20714.82 ,1260000000
2007-05-07,20896.64 ,20933.99 ,21070.21 ,20891.06 ,1360000000
2007-05-08,20706.35 ,20850.07 ,20880.70 ,20662.60 ,1140000000
2007-05-09,20844.78 ,20704.37 ,20844.78 ,20677.81 ,912640000
2007-05-10,20746.27 ,20729.52 ,20821.86 ,20683.30 ,1190000000
2007-05-11,20468.21 ,20469.49 ,20552.56 ,20420.12 ,1440000000
2007-05-14,20979.24 ,21036.62 ,21065.59 ,20870.01 ,2750000000
2007-05-15,20868.15 ,20985.93 ,21088.86 ,20826.93 ,1830000000
2007-05-16,20937.26 ,20854.09 ,20953.24 ,20784.25 ,1080000000
2007-05-17,20994.61 ,21042.67 ,21084.23 ,20944.15 ,1080000000
2007-05-18,20904.84 ,20882.87 ,20904.84 ,20769.10 ,1290000000
2007-05-21,20927.75 ,20963.52 ,21055.11 ,20922.35 ,1480000000
2007-05-22,20843.92 ,20996.99 ,21020.42 ,20782.38 ,1350000000
2007-05-23,20798.97 ,20838.36 ,20888.14 ,20767.68 ,920820000
2007-05-24,20798.97 ,20798.97 ,20798.97 ,20798.97 ,0
2007-05-25,20520.66 ,20553.78 ,20566.26 ,20474.03 ,1600000000
2007-05-28,20529.76 ,20594.14 ,20619.16 ,20503.87 ,998480000
2007-05-29,20469.59 ,20518.35 ,20565.25 ,20395.10 ,1010000000
2007-05-30,20293.76 ,20342.96 ,20403.36 ,20184.48 ,1830000000
2007-05-31,20634.47 ,20405.95 ,20673.40 ,20354.66 ,1890000000
2007-06-01,20602.87 ,20717.27 ,20793.38 ,20598.85 ,1670000000
2007-06-04,20729.59 ,20698.99 ,20821.91 ,20638.70 ,1390000000
2007-06-05,20842.15 ,20820.48 ,20878.09 ,20615.96 ,1630000000
2007-06-06,20818.61 ,20850.26 ,20943.94 ,20803.22 ,1230000000
2007-06-07,20800.16 ,20637.90 ,20838.44 ,20600.37 ,1460000000
2007-06-08,20509.15 ,20531.85 ,20536.17 ,20433.52 ,1950000000
2007-06-11,20615.49 ,20649.05 ,20673.90 ,20591.42 ,1030000000
2007-06-12,20636.39 ,20654.47 ,20664.85 ,20511.03 ,989050000
2007-06-13,20578.75 ,20527.27 ,20628.06 ,20520.67 ,1040000000
2007-06-14,20867.26 ,20714.86 ,20924.81 ,20714.86 ,2310000000
2007-06-15,21017.05 ,21024.32 ,21052.95 ,20917.64 ,2890000000
2007-06-18,21582.89 ,21256.29 ,21585.03 ,21256.29 ,3890000000
2007-06-19,21582.89 ,21582.89 ,21582.89 ,21582.89 ,0
2007-06-20,21684.67 ,21645.06 ,21897.58 ,21644.12 ,3360000000
2007-06-21,21954.67 ,21784.12 ,21969.26 ,21714.95 ,2360000000
2007-06-22,21999.91 ,21879.50 ,22052.85 ,21788.15 ,2100000000
2007-06-25,21822.35 ,21884.10 ,22085.59 ,21814.46 ,1600000000
2007-06-26,21803.57 ,21800.77 ,21950.02 ,21755.29 ,1550000000
2007-06-27,21705.56 ,21775.18 ,21800.49 ,21562.00 ,2010000000
2007-06-28,21938.22 ,21912.79 ,22035.42 ,21885.53 ,2520000000
2007-06-29,21772.73 ,21997.25 ,22044.68 ,21768.76 ,1620000000
2007-07-03,22151.14 ,22004.14 ,22159.52 ,21960.76 ,1880000000
2007-07-04,22218.55 ,22279.83 ,22307.60 ,22131.24 ,1890000000
2007-07-05,22252.99 ,22272.81 ,22328.61 ,22126.97 ,2010000000
2007-07-06,22531.74 ,22217.46 ,22565.43 ,22081.35 ,2260000000
2007-07-09,22817.43 ,22719.99 ,22818.32 ,22601.65 ,2780000000
2007-07-10,22885.84 ,22833.47 ,22889.61 ,22718.13 ,3950000000
2007-07-11,22607.02 ,22655.38 ,22850.40 ,22539.70 ,3300000000
2007-07-12,22809.02 ,22797.75 ,22975.81 ,22773.71 ,2270000000
2007-07-13,23099.29 ,23199.06 ,23239.92 ,23048.69 ,1950000000
2007-07-16,22953.94 ,23098.66 ,23128.56 ,22932.30 ,1340000000
2007-07-17,23057.30 ,22915.79 ,23148.26 ,22915.79 ,1560000000
2007-07-18,22841.92 ,22956.97 ,23035.80 ,22782.63 ,2210000000
2007-07-19,23016.20 ,22864.75 ,23024.50 ,22817.92 ,1920000000
2007-07-20,23291.90 ,23195.41 ,23301.93 ,23118.67 ,1810000000
2007-07-23,23365.56 ,23170.35 ,23389.94 ,23152.54 ,1560000000
2007-07-24,23472.88 ,23459.74 ,23534.38 ,23410.54 ,1760000000
2007-07-25,23362.18 ,23228.56 ,23439.83 ,23228.56 ,1880000000
2007-07-26,23211.69 ,23494.04 ,23557.74 ,23127.80 ,1720000000
2007-07-27,22570.41 ,22647.11 ,22854.54 ,22443.10 ,2900000000
2007-07-30,22739.90 ,22478.77 ,22759.49 ,22473.92 ,1660000000
2007-07-31,23184.94 ,23023.43 ,23199.90 ,22881.97 ,1760000000
2007-08-01,22455.36 ,23018.20 ,23025.14 ,22209.79 ,2850000000
2007-08-02,22443.25 ,22730.40 ,22767.47 ,22144.73 ,2100000000
2007-08-03,22538.44 ,22625.38 ,22644.58 ,22356.30 ,1790000000
2007-08-06,21936.73 ,22128.06 ,22147.42 ,21916.70 ,2150000000
2007-08-07,21907.99 ,22171.90 ,22177.80 ,21833.14 ,1590000000
2007-08-08,22536.67 ,22102.76 ,22540.30 ,22100.34 ,1990000000
2007-08-09,22439.36 ,22715.08 ,22796.73 ,22425.07 ,1870000000
2007-08-10,21792.71 ,21797.39 ,21860.13 ,21661.05 ,1990000000
2007-08-13,21891.10 ,21932.00 ,21969.45 ,21692.16 ,1540000000
2007-08-14,22007.32 ,21886.26 ,22012.04 ,21836.10 ,1160000000
2007-08-15,21375.72 ,21637.50 ,21637.50 ,21303.35 ,2060000000
2007-08-16,20672.39 ,20841.23 ,20841.23 ,20435.15 ,3140000000
2007-08-17,20387.13 ,20761.31 ,20761.31 ,19386.72 ,4220000000
2007-08-20,21595.63 ,21140.73 ,21608.34 ,20901.64 ,3730000000
2007-08-21,21729.35 ,22228.24 ,22616.85 ,21651.40 ,4530000000
2007-08-22,22346.88 ,21949.39 ,22360.03 ,21854.22 ,2210000000
2007-08-23,22966.97 ,23055.12 ,23063.93 ,22771.85 ,3440000000
2007-08-24,22921.89 ,22718.54 ,22933.80 ,22629.49 ,3330000000
2007-08-27,23577.73 ,23358.38 ,23582.66 ,23285.71 ,3610000000
2007-08-28,23363.76 ,23750.25 ,23750.25 ,23304.64 ,2880000000
2007-08-29,23020.60 ,22802.83 ,23110.26 ,22686.84 ,2610000000
2007-08-30,23484.54 ,23509.98 ,23583.49 ,23376.68 ,2370000000
2007-08-31,23984.14 ,23584.66 ,24089.00 ,23487.07 ,3270000000
2007-09-03,23904.09 ,23611.02 ,23915.05 ,23611.02 ,1700000000
2007-09-04,23886.07 ,23937.46 ,24127.16 ,23855.11 ,1980000000
2007-09-05,24069.17 ,24196.59 ,24283.15 ,23839.00 ,1820000000
2007-09-06,24050.40 ,23857.97 ,24089.06 ,23853.05 ,1590000000
2007-09-07,23982.61 ,24036.36 ,24135.24 ,23881.72 ,2600000000
2007-09-10,23999.70 ,23584.07 ,24123.66 ,23578.11 ,2090000000
2007-09-11,23952.24 ,24000.18 ,24157.36 ,23753.35 ,1690000000
2007-09-12,24310.14 ,24195.38 ,24329.20 ,24088.11 ,1730000000
2007-09-13,24537.02 ,24475.97 ,24552.18 ,24216.41 ,1380000000
2007-09-14,24898.11 ,24750.04 ,24978.61 ,24715.74 ,2030000000
2007-09-17,24599.34 ,24977.42 ,24977.42 ,24544.74 ,1340000000
2007-09-18,24576.85 ,24503.83 ,24599.31 ,24368.65 ,1400000000
2007-09-19,25554.64 ,25511.36 ,25648.44 ,25286.92 ,3120000000
2007-09-20,25701.13 ,25638.31 ,25773.60 ,25571.15 ,3260000000
2007-09-21,25843.78 ,25659.96 ,25893.20 ,25554.54 ,2550000000
2007-09-24,26551.94 ,26002.10 ,26635.27 ,25994.78 ,3200000000
2007-09-25,26430.29 ,26388.86 ,26667.24 ,26236.73 ,2860000000
2007-09-26,26430.29 ,26430.29 ,26430.29 ,26430.29 ,0
2007-09-27,27065.15 ,26664.79 ,27166.01 ,26664.79 ,3130000000
2007-09-28,27142.47 ,27126.13 ,27254.97 ,26899.48 ,3150000000
2007-10-01,27142.47 ,27142.47 ,27142.47 ,27142.47 ,0
2007-10-02,28199.75 ,27816.92 ,28256.80 ,27795.55 ,4000000000
2007-10-03,27479.94 ,28163.27 ,28871.04 ,27245.48 ,4920000000
2007-10-04,26973.98 ,27108.27 ,27423.11 ,26746.63 ,2890000000
2007-10-05,27831.52 ,27329.65 ,27843.59 ,27203.91 ,2410000000
2007-10-08,27770.29 ,28233.30 ,28482.42 ,27651.21 ,3770000000
