date,close,open,high,low,volume
2000-08-28,17019.76 ,17220.79 ,17265.78 ,17015.02 ,0
2000-08-29,17240.11 ,17062.01 ,17390.48 ,17062.01 ,0
2000-08-30,17095.88 ,17211.35 ,17302.63 ,16929.64 ,0
2000-08-31,17097.51 ,17070.63 ,17263.01 ,16957.23 ,0
2000-09-01,17333.61 ,17210.33 ,17391.01 ,17210.33 ,0
2000-09-04,17726.17 ,17421.34 ,17787.60 ,17421.34 ,0
2000-09-05,17595.22 ,17753.50 ,17803.20 ,17556.05 ,0
2000-09-06,17605.23 ,17586.23 ,17735.10 ,17525.11 ,0
2000-09-07,17431.95 ,17557.03 ,17609.32 ,17418.10 ,0
2000-09-08,17275.45 ,17441.26 ,17512.31 ,17228.52 ,0
2000-09-11,17007.98 ,17199.28 ,17199.28 ,16924.73 ,0
2000-09-12,16629.78 ,16941.53 ,16941.53 ,16541.69 ,0
2000-09-14,16395.43 ,16542.92 ,16623.10 ,16322.58 ,0
2000-09-15,16249.53 ,16381.70 ,16510.68 ,16195.69 ,0
2000-09-18,15560.16 ,16010.69 ,16010.69 ,15525.46 ,0
2000-09-19,15677.20 ,15353.82 ,15764.84 ,15091.41 ,0
2000-09-20,15665.62 ,15757.64 ,15874.63 ,15572.58 ,0
2000-09-21,15164.45 ,15444.68 ,15447.92 ,15092.49 ,0
2000-09-22,14612.88 ,14966.77 ,14966.77 ,14538.88 ,0
2000-09-25,15428.95 ,14894.09 ,15448.99 ,14894.09 ,0
2000-09-26,15290.85 ,15304.68 ,15426.32 ,15152.87 ,0
2000-09-27,15444.13 ,15074.31 ,15489.30 ,14978.59 ,0
2000-09-28,15415.75 ,15464.56 ,15660.47 ,15328.02 ,0
2000-09-29,15648.98 ,15632.99 ,15772.56 ,15574.79 ,0
2000-10-03,15725.96 ,15586.03 ,15728.42 ,15469.39 ,0
2000-10-04,15878.89 ,15670.53 ,15917.57 ,15582.84 ,0
2000-10-05,16184.68 ,16054.58 ,16245.61 ,16014.92 ,0
2000-10-09,15693.50 ,16046.88 ,16057.40 ,15668.50 ,0
2000-10-10,15554.11 ,15739.39 ,15739.39 ,15434.74 ,0
2000-10-11,15127.00 ,15376.62 ,15376.62 ,15073.95 ,0
2000-10-12,15074.80 ,15071.92 ,15244.65 ,14883.32 ,0
2000-10-13,14680.50 ,14679.99 ,14786.04 ,14494.38 ,0
2000-10-16,14973.40 ,15185.68 ,15284.65 ,14956.88 ,0
2000-10-17,14873.43 ,15081.76 ,15134.53 ,14794.81 ,0
2000-10-18,14458.52 ,14751.94 ,14751.94 ,14356.06 ,0
2000-10-19,14422.52 ,14352.42 ,14422.52 ,14107.74 ,0
2000-10-20,15044.53 ,14822.43 ,15105.45 ,14822.43 ,0
2000-10-23,15102.36 ,15038.25 ,15161.03 ,14864.83 ,0
2000-10-24,14925.93 ,15125.83 ,15209.34 ,14885.65 ,0
2000-10-25,15061.14 ,14987.36 ,15152.58 ,14980.04 ,0
2000-10-26,14996.24 ,14904.29 ,15166.22 ,14764.50 ,0
2000-10-27,14902.46 ,15065.09 ,15182.63 ,14820.99 ,0
2000-10-30,14799.90 ,14936.19 ,14958.97 ,14763.68 ,0
2000-10-31,14895.34 ,14791.42 ,15090.60 ,14729.21 ,0
2000-11-01,15349.01 ,14943.43 ,15387.08 ,14942.61 ,0
2000-11-02,15291.54 ,15292.59 ,15524.03 ,15223.99 ,0
2000-11-03,15594.12 ,15486.41 ,15693.03 ,15449.12 ,0
2000-11-06,15671.15 ,15625.43 ,15779.73 ,15593.04 ,0
2000-11-07,15820.79 ,15691.76 ,15837.62 ,15531.30 ,0
2000-11-08,15654.13 ,15779.57 ,16023.41 ,15631.14 ,0
2000-11-09,15504.80 ,15473.58 ,15623.78 ,15404.58 ,0
2000-11-10,15389.39 ,15458.42 ,15544.83 ,15324.13 ,0
2000-11-13,14815.69 ,15078.75 ,15078.75 ,14802.48 ,0
2000-11-14,15177.52 ,14827.20 ,15186.26 ,14825.99 ,0
2000-11-15,15127.40 ,15368.85 ,15473.76 ,15084.66 ,0
2000-11-16,15298.35 ,15132.57 ,15319.21 ,15087.48 ,0
2000-11-17,15180.85 ,15192.63 ,15218.02 ,15057.42 ,0
2000-11-20,15346.66 ,15154.04 ,15379.39 ,15140.01 ,0
2000-11-21,15188.30 ,15185.90 ,15212.80 ,15013.82 ,0
2000-11-22,14772.51 ,15168.81 ,15246.61 ,14730.43 ,0
2000-11-23,14563.51 ,14416.68 ,14579.90 ,14257.54 ,0
2000-11-24,14376.90 ,14585.19 ,14647.61 ,14353.98 ,0
2000-11-27,14602.76 ,14491.37 ,14669.25 ,14354.62 ,0
2000-11-28,14566.22 ,14550.28 ,14691.07 ,14492.59 ,0
2000-11-29,14169.06 ,14336.83 ,14353.92 ,14133.85 ,0
2000-11-30,13984.39 ,14130.48 ,14289.12 ,13894.19 ,0
2000-12-01,14441.43 ,14026.21 ,14522.39 ,13920.11 ,0
2000-12-04,14559.24 ,14470.49 ,14632.07 ,14403.38 ,0
2000-12-05,14573.21 ,14602.25 ,14701.98 ,14507.50 ,0
2000-12-06,15098.95 ,14914.54 ,15178.27 ,14914.54 ,0
2000-12-07,15011.52 ,14982.92 ,15032.27 ,14839.38 ,0
2000-12-08,15189.33 ,15008.80 ,15281.81 ,14968.64 ,0
2000-12-11,15408.54 ,15274.07 ,15438.89 ,15193.49 ,0
2000-12-12,15329.60 ,15498.45 ,15548.26 ,15319.84 ,0
2000-12-13,15621.73 ,14986.08 ,15637.78 ,14986.08 ,0
2000-12-14,15496.99 ,15543.85 ,15597.63 ,15441.58 ,0
2000-12-15,14975.53 ,15290.60 ,15290.60 ,14914.05 ,0
2000-12-18,15024.53 ,14901.43 ,15039.46 ,14766.85 ,0
2000-12-19,15188.04 ,15074.36 ,15192.22 ,15014.77 ,0
2000-12-20,14930.72 ,15048.51 ,15048.51 ,14839.49 ,0
2000-12-21,14659.32 ,14775.97 ,14775.97 ,14476.79 ,0
2000-12-22,14738.21 ,14730.51 ,14851.86 ,14707.75 ,0
2000-12-27,14748.36 ,14811.95 ,14941.23 ,14727.45 ,0
2000-12-28,14796.55 ,14785.15 ,14900.14 ,14737.95 ,0
2000-12-29,15095.53 ,14864.04 ,15154.92 ,14785.01 ,0
2001-01-02,14869.94 ,15089.85 ,15089.85 ,14865.66 ,0
2001-01-03,14589.58 ,14751.33 ,14751.33 ,14512.71 ,0
2001-01-04,15235.03 ,15060.60 ,15312.61 ,15060.60 ,0
2001-01-05,15447.61 ,15354.16 ,15494.56 ,15275.90 ,0
2001-01-08,15436.53 ,15328.12 ,15451.72 ,15200.52 ,0
2001-01-09,15500.59 ,15438.30 ,15555.97 ,15336.62 ,0
2001-01-10,15435.79 ,15395.97 ,15539.30 ,15327.70 ,0
2001-01-11,15090.77 ,15441.30 ,15481.76 ,15060.81 ,0
2001-01-12,15295.42 ,15157.37 ,15330.15 ,15157.37 ,0
2001-01-15,15293.76 ,15288.81 ,15388.02 ,15146.65 ,0
2001-01-16,15363.15 ,15290.70 ,15430.95 ,15241.90 ,0
2001-01-17,15261.48 ,15409.38 ,15451.39 ,15154.02 ,0
2001-01-18,15528.75 ,15292.84 ,15553.51 ,15292.84 ,0
2001-01-19,15933.55 ,15682.35 ,15964.93 ,15682.35 ,0
2001-01-22,16099.27 ,15967.66 ,16106.16 ,15906.58 ,0
2001-01-23,16044.21 ,16053.22 ,16099.06 ,15940.26 ,0
2001-01-29,16099.82 ,16176.10 ,16255.11 ,15980.51 ,0
2001-01-30,15893.07 ,16145.28 ,16167.95 ,15877.23 ,0
2001-01-31,16102.35 ,15916.42 ,16106.71 ,15905.51 ,0
2001-02-01,16163.99 ,16055.64 ,16193.17 ,15913.07 ,0
2001-02-02,16071.29 ,16165.43 ,16274.67 ,16056.20 ,0
2001-02-05,15830.84 ,16013.46 ,16013.46 ,15753.97 ,0
2001-02-06,15913.24 ,15864.47 ,15936.48 ,15819.64 ,0
2001-02-07,16049.47 ,15909.02 ,16060.32 ,15871.38 ,0
2001-02-08,15909.40 ,15987.57 ,15987.57 ,15794.44 ,0
2001-02-09,15873.28 ,15882.93 ,15899.24 ,15782.88 ,0
2001-02-12,15693.11 ,15807.64 ,15807.64 ,15586.46 ,0
2001-02-13,15842.72 ,15801.69 ,15915.06 ,15792.76 ,0
2001-02-14,15860.42 ,15821.79 ,16021.22 ,15750.96 ,0
2001-02-15,15756.37 ,15865.47 ,15870.98 ,15714.77 ,0
2001-02-16,15630.31 ,15777.40 ,15813.15 ,15544.62 ,0
2001-02-19,15490.96 ,15552.94 ,15573.74 ,15458.43 ,0
2001-02-20,15527.36 ,15499.02 ,15613.44 ,15437.51 ,0
2001-02-21,15351.51 ,15484.35 ,15484.35 ,15298.75 ,0
2001-02-22,15098.64 ,15202.16 ,15202.16 ,15039.08 ,0
2001-02-23,15280.56 ,15135.30 ,15302.70 ,15042.81 ,0
2001-02-26,15230.22 ,15278.15 ,15304.66 ,15177.80 ,0
2001-02-27,14834.73 ,14933.59 ,15059.17 ,14771.09 ,0
2001-02-28,14787.87 ,14702.96 ,14842.69 ,14573.54 ,0
2001-03-01,14360.56 ,14696.47 ,14696.47 ,14330.57 ,0
2001-03-02,13966.43 ,14285.30 ,14285.30 ,13951.43 ,0
2001-03-05,14135.26 ,14011.30 ,14200.90 ,13908.07 ,0
2001-03-06,14321.05 ,14229.17 ,14346.69 ,14165.66 ,0
2001-03-07,14177.36 ,14369.50 ,14432.22 ,14141.41 ,0
2001-03-08,14208.95 ,14177.86 ,14247.17 ,13966.97 ,0
2001-03-09,14194.35 ,14216.99 ,14288.58 ,14148.73 ,0
2001-03-12,13776.72 ,13969.05 ,13969.05 ,13671.99 ,0
2001-03-13,13493.03 ,13419.92 ,13517.08 ,13277.52 ,0
2001-03-14,13330.84 ,13485.75 ,13616.68 ,13306.94 ,0
2001-03-15,13504.17 ,13056.93 ,13553.22 ,12947.59 ,0
2001-03-16,13522.04 ,13506.73 ,13560.31 ,13321.08 ,0
2001-03-19,13457.69 ,13383.81 ,13537.75 ,13308.41 ,0
2001-03-20,13223.86 ,13516.85 ,13565.97 ,13200.55 ,0
2001-03-21,13154.44 ,13160.37 ,13243.65 ,12866.40 ,0
2001-03-22,12621.85 ,12992.29 ,12992.29 ,12585.77 ,0
2001-03-23,12583.36 ,12570.45 ,12705.12 ,12396.97 ,0
2001-03-26,12950.49 ,12678.90 ,12991.88 ,12678.90 ,0
2001-03-27,12707.90 ,12959.54 ,13056.32 ,12662.57 ,0
2001-03-28,12851.41 ,12824.22 ,13015.73 ,12779.34 ,0
2001-03-29,12677.89 ,12729.79 ,12768.67 ,12523.61 ,0
2001-03-30,12760.64 ,12689.11 ,12802.52 ,12578.36 ,0
2001-04-02,12727.30 ,12750.31 ,12843.90 ,12634.28 ,0
2001-04-03,12584.22 ,12688.22 ,12688.22 ,12532.53 ,0
2001-04-04,12063.71 ,12427.79 ,12427.79 ,12062.84 ,0
2001-04-06,12386.61 ,12446.24 ,12606.15 ,12374.53 ,0
2001-04-09,12202.10 ,12355.61 ,12355.61 ,12061.55 ,0
2001-04-10,12213.67 ,12263.59 ,12321.51 ,12110.00 ,0
2001-04-11,12706.43 ,12429.88 ,12728.60 ,12429.88 ,0
2001-04-12,12989.47 ,12778.66 ,13018.57 ,12769.25 ,0
2001-04-17,12606.45 ,12881.52 ,12881.52 ,12597.36 ,0
2001-04-18,12972.80 ,12761.41 ,12988.15 ,12761.41 ,0
2001-04-19,13548.95 ,13446.06 ,13621.80 ,13425.56 ,0
2001-04-20,13448.13 ,13570.69 ,13570.69 ,13412.29 ,0
2001-04-23,13311.50 ,13444.41 ,13444.41 ,13282.96 ,0
2001-04-24,13274.61 ,13250.89 ,13279.33 ,13157.40 ,0
2001-04-25,13249.55 ,13275.59 ,13346.20 ,13139.09 ,0
2001-04-26,13293.11 ,13324.55 ,13408.70 ,13237.18 ,0
2001-04-27,13386.04 ,13282.34 ,13391.47 ,13125.36 ,0
2001-05-02,13814.24 ,13596.27 ,13841.41 ,13596.27 ,0
2001-05-03,13718.14 ,13768.57 ,13844.36 ,13646.22 ,0
2001-05-04,13390.99 ,13599.47 ,13599.47 ,13319.39 ,0
2001-05-07,13600.78 ,13464.34 ,13652.15 ,13437.02 ,0
2001-05-08,13540.81 ,13599.63 ,13599.63 ,13445.98 ,0
2001-05-09,13585.14 ,13527.00 ,13643.49 ,13408.99 ,0
2001-05-10,13604.80 ,13540.87 ,13726.45 ,13462.24 ,0
2001-05-11,13636.61 ,13602.15 ,13689.68 ,13579.21 ,0
2001-05-14,13259.17 ,13608.84 ,13608.84 ,13239.15 ,0
2001-05-15,13250.09 ,13232.76 ,13350.59 ,13209.55 ,0
2001-05-16,13335.95 ,13257.77 ,13566.38 ,13228.92 ,0
2001-05-17,13637.87 ,13550.78 ,13713.06 ,13550.78 ,0
2001-05-18,13459.18 ,13631.40 ,13631.40 ,13449.04 ,0
2001-05-21,13721.27 ,13465.72 ,13732.40 ,13465.72 ,0
2001-05-22,13877.95 ,13775.35 ,13929.47 ,13775.35 ,0
2001-05-23,13839.10 ,13873.22 ,13989.16 ,13798.32 ,0
2001-05-24,13810.60 ,13770.01 ,13813.26 ,13649.71 ,0
2001-05-25,13753.99 ,13853.50 ,13956.69 ,13732.89 ,0
2001-05-28,13739.07 ,13738.07 ,13756.81 ,13674.73 ,0
2001-05-29,13629.61 ,13739.07 ,13767.45 ,13506.45 ,0
2001-05-30,13420.13 ,13567.54 ,13567.54 ,13348.40 ,0
2001-05-31,13174.41 ,13310.42 ,13310.42 ,13091.51 ,0
2001-06-01,13141.38 ,13244.10 ,13282.86 ,13121.21 ,0
2001-06-04,13207.49 ,13167.02 ,13272.10 ,13167.02 ,0
2001-06-05,13451.87 ,13232.22 ,13482.89 ,13146.72 ,0
2001-06-06,13576.01 ,13490.89 ,13670.83 ,13490.89 ,0
2001-06-07,13703.43 ,13537.70 ,13714.65 ,13478.74 ,0
2001-06-08,13808.89 ,13716.97 ,13900.68 ,13716.97 ,0
2001-06-11,13675.49 ,13748.43 ,13846.33 ,13628.31 ,0
2001-06-12,13526.68 ,13628.21 ,13628.21 ,13443.66 ,0
2001-06-13,13523.31 ,13515.54 ,13598.18 ,13429.23 ,0
2001-06-14,13248.89 ,13511.82 ,13519.24 ,13223.10 ,0
2001-06-15,13102.50 ,13132.14 ,13135.69 ,12949.07 ,0
2001-06-18,12948.78 ,13092.77 ,13092.77 ,12891.20 ,0
2001-06-19,13133.66 ,12980.06 ,13149.89 ,12900.66 ,0
2001-06-20,12918.71 ,13127.83 ,13127.83 ,12895.82 ,0
2001-06-21,13187.45 ,13024.28 ,13253.34 ,12977.40 ,0
2001-06-22,13174.02 ,13193.13 ,13243.34 ,13126.98 ,0
2001-06-26,12961.97 ,13142.43 ,13142.43 ,12942.56 ,0
2001-06-27,13004.21 ,12956.17 ,13019.99 ,12890.62 ,0
2001-06-28,12827.82 ,12967.68 ,12967.68 ,12787.01 ,0
2001-06-29,13042.53 ,12966.68 ,13088.75 ,12966.68 ,0
2001-07-03,13184.75 ,13068.30 ,13198.19 ,13068.30 ,0
2001-07-04,13207.53 ,13201.78 ,13208.75 ,13090.46 ,0
2001-07-05,12999.48 ,13209.36 ,13236.98 ,12986.59 ,0
2001-07-09,12690.68 ,12768.62 ,12768.62 ,12583.33 ,0
2001-07-10,12713.90 ,12701.14 ,12731.97 ,12634.99 ,0
2001-07-11,12527.90 ,12625.45 ,12625.45 ,12457.51 ,0
2001-07-12,12660.20 ,12533.39 ,12693.30 ,12533.39 ,0
2001-07-13,12612.79 ,12779.72 ,12820.85 ,12518.19 ,0
2001-07-16,12624.53 ,12663.46 ,12692.09 ,12582.01 ,0
2001-07-17,12495.25 ,12591.29 ,12591.29 ,12433.18 ,0
